CustomerID,Recency,Frequency,Monetary,ChurnRisk
12498.0,21,3,403.70000000000005,Low Risk
12500.0,23,11,4257.82,Low Risk
12501.0,337,1,2169.39,High Risk
12502.0,96,5,3723.87,Low Risk
12504.0,18,2,482.04999999999995,Low Risk
12506.0,233,1,73.5,High Risk
12507.0,134,3,1304.81,Low Risk
12508.0,26,2,398.27,Low Risk
12509.0,284,1,176.5,High Risk
12510.0,143,2,982.5699999999999,Low Risk
12512.0,66,2,138.03,Low Risk
12513.0,113,1,612.29,High Risk
12514.0,267,1,1017.68,High Risk
12515.0,353,1,383.7,High Risk
12516.0,78,2,1312.06,Low Risk
12517.0,28,5,2502.84,Low Risk
12518.0,1,5,2056.89,Low Risk
12519.0,64,1,340.84,Low Risk
12520.0,79,5,2634.26,Low Risk
12521.0,143,1,599.68,High Risk
12522.0,39,2,192.72,Low Risk
12523.0,19,11,1789.77,Low Risk
12524.0,9,8,4485.72,Low Risk
12526.0,1,3,1316.66,Low Risk
12527.0,82,3,348.71000000000004,Low Risk
12528.0,9,6,1933.48,Low Risk
12530.0,60,4,1662.28,Low Risk
12531.0,15,1,125.22,Low Risk
12532.0,30,1,349.83000000000004,Low Risk
12534.0,131,1,1089.18,High Risk
12535.0,92,2,716.35,Low Risk
12536.0,43,3,12601.830000000002,Low Risk
12538.0,29,1,363.95,Low Risk
12539.0,22,4,5568.35,Low Risk
12540.0,20,17,13400.24,Low Risk
12541.0,30,3,981.18,Low Risk
12544.0,36,1,372.7,Low Risk
12545.0,75,2,1000.39,Low Risk
12546.0,47,2,1161.5,Low Risk
12547.0,198,2,207.79999999999998,Low Risk
12548.0,166,1,95.19999999999999,High Risk
12550.0,79,1,964.83,Low Risk
12551.0,358,1,168.0,High Risk
12552.0,39,2,437.82,Low Risk
12553.0,8,10,3692.28,Low Risk
12556.0,50,2,603.71,Low Risk
12557.0,16,5,11990.960000000001,Low Risk
12558.0,8,1,269.96,Low Risk
12559.0,311,2,561.71,Low Risk
12560.0,5,3,2134.01,Low Risk
12561.0,303,1,238.85,High Risk
12562.0,8,7,3781.7400000000002,Low Risk
12564.0,261,1,456.9,High Risk
12565.0,289,1,145.92,High Risk
12566.0,86,1,351.65,Low Risk
12567.0,23,10,9401.28,Low Risk
12569.0,2,32,4124.69,Low Risk
12571.0,40,2,519.61,Low Risk
12572.0,9,2,1020.42,Low Risk
12573.0,227,1,160.54000000000002,High Risk
12574.0,316,1,218.45,High Risk
12576.0,36,5,1315.83,Low Risk
12577.0,35,3,657.8,Low Risk
12578.0,21,2,2794.51,Low Risk
12579.0,78,1,440.42,Low Risk
12580.0,247,1,415.7,High Risk
12581.0,40,1,197.71,Low Risk
12582.0,239,2,511.36,Low Risk
12583.0,3,15,7281.38,Low Risk
12584.0,4,9,2338.15,Low Risk
12585.0,234,2,2040.1,Low Risk
12586.0,17,1,196.94000000000003,Low Risk
12587.0,8,1,144.0,Low Risk
12588.0,39,1,214.89999999999998,Low Risk
12589.0,29,2,646.68,Low Risk
12590.0,211,2,9864.26,Low Risk
12591.0,317,1,452.84999999999997,High Risk
12592.0,92,2,437.6,Low Risk
12593.0,109,3,418.09999999999997,Low Risk
12594.0,38,10,3338.2200000000003,Low Risk
12596.0,51,2,618.27,Low Risk
12597.0,19,4,3811.22,Low Risk
12598.0,10,8,3023.08,Low Risk
12599.0,29,7,1032.58,Low Risk
12600.0,29,10,2599.04,Low Risk
12601.0,190,5,577.0600000000001,Low Risk
12602.0,59,1,153.12,Low Risk
12603.0,22,1,739.1999999999999,Low Risk
12604.0,79,2,254.18,Low Risk
12607.0,60,1,1579.51,Low Risk
12609.0,78,3,1126.85,Low Risk
12610.0,23,5,2099.54,Low Risk
12611.0,52,1,1193.32,Low Risk
12612.0,74,1,704.0400000000001,Low Risk
12613.0,57,5,3344.38,Low Risk
12614.0,278,1,315.6,High Risk
12615.0,2,4,2291.19,Low Risk
12616.0,95,2,713.3,Low Risk
12617.0,29,1,355.53,Low Risk
12618.0,22,1,177.31,Low Risk
12619.0,16,9,3641.24,Low Risk
12620.0,15,3,1339.41,Low Risk
12621.0,2,20,13689.67,Low Risk
12622.0,232,1,180.1,High Risk
12623.0,276,1,305.1,High Risk
12624.0,106,2,641.13,Low Risk
12625.0,212,2,2683.82,Low Risk
12626.0,23,9,6620.48,Low Risk
12627.0,11,7,4478.53,Low Risk
12628.0,4,3,786.46,Low Risk
12630.0,10,2,1270.88,Low Risk
12631.0,57,1,640.5,Low Risk
12633.0,59,4,2163.98,Low Risk
12635.0,90,2,1689.18,Low Risk
12637.0,67,8,6021.9,Low Risk
12638.0,33,1,671.69,Low Risk
12639.0,239,1,486.1,High Risk
12640.0,24,3,1174.58,Low Risk
12641.0,115,1,185.9,High Risk
12642.0,25,3,1013.26,Low Risk
12643.0,128,6,3344.64,Low Risk
12644.0,130,1,477.91,High Risk
12645.0,34,4,1775.18,Low Risk
12646.0,5,2,1346.97,Low Risk
12647.0,22,12,3722.82,Low Risk
12648.0,155,1,318.05,High Risk
12649.0,107,3,623.51,Low Risk
12650.0,3,1,314.44,Low Risk
12651.0,335,1,114.0,High Risk
12652.0,331,1,919.98,High Risk
12653.0,149,2,2209.85,Low Risk
12654.0,11,5,601.98,Low Risk
12656.0,17,5,4051.17,Low Risk
12657.0,11,4,1643.18,Low Risk
12658.0,19,1,686.05,Low Risk
12659.0,30,1,91.68,Low Risk
12660.0,11,1,245.1,Low Risk
12662.0,1,11,3849.78,Low Risk
12664.0,8,9,4881.88,Low Risk
12665.0,325,1,63.0,High Risk
12667.0,58,1,620.13,Low Risk
12668.0,12,4,3807.15,Low Risk
12669.0,151,3,2744.0299999999997,Low Risk
12670.0,10,5,2996.05,Low Risk
12672.0,330,1,225.89999999999998,High Risk
12673.0,5,2,610.52,Low Risk
12674.0,39,4,1970.6,Low Risk
12676.0,25,6,1331.39,Low Risk
12678.0,42,12,17628.46,Low Risk
12679.0,59,4,1113.02,Low Risk
12680.0,1,4,862.81,Low Risk
12681.0,15,22,13787.54,Low Risk
12682.0,4,31,12288.22,Low Risk
12683.0,4,15,8476.57,Low Risk
12684.0,8,7,2283.63,Low Risk
12685.0,28,6,2863.08,Low Risk
12686.0,372,1,89.14,High Risk
12688.0,114,1,4873.8099999999995,High Risk
12689.0,26,2,1247.61,Low Risk
12690.0,206,1,389.01,High Risk
12691.0,28,6,1035.8,Low Risk
12693.0,127,4,855.91,Low Risk
12694.0,70,2,869.67,Low Risk
12695.0,7,4,582.1,Low Risk
12697.0,29,3,957.59,Low Risk
12700.0,8,4,4939.99,Low Risk
12701.0,80,2,797.71,Low Risk
12702.0,20,1,219.0,Low Risk
12703.0,71,1,283.55,Low Risk
12704.0,7,8,2340.84,Low Risk
12705.0,15,9,6868.29,Low Risk
12707.0,292,1,603.42,High Risk
12708.0,30,10,2712.91,Low Risk
12709.0,15,15,9736.52,Low Risk
12710.0,97,3,1149.02,Low Risk
12712.0,29,13,4396.13,Low Risk
12713.0,1,1,848.55,Low Risk
12714.0,9,5,4708.86,Low Risk
12715.0,106,1,353.86,High Risk
12716.0,4,2,1053.49,Low Risk
12717.0,151,2,1030.98,Low Risk
12718.0,71,1,238.25,Low Risk
12719.0,5,2,644.95,Low Risk
12720.0,3,25,5781.73,Low Risk
12721.0,32,6,2656.13,Low Risk
12722.0,85,4,997.63,Low Risk
12723.0,4,5,725.07,Low Risk
12724.0,5,4,1031.41,Low Risk
12725.0,371,1,427.8,High Risk
12726.0,28,7,2609.1,Low Risk
12727.0,11,7,3980.7,Low Risk
12728.0,71,4,836.33,Low Risk
12729.0,114,1,453.01,High Risk
12731.0,24,12,18895.91,Low Risk
12732.0,180,1,236.26000000000002,High Risk
12733.0,234,1,383.95,High Risk
12734.0,353,1,110.39999999999999,High Risk
12735.0,315,2,779.5699999999999,Low Risk
12736.0,333,1,234.0,High Risk
12738.0,372,1,155.35,High Risk
12739.0,78,2,1013.04,Low Risk
12740.0,64,1,427.6,Low Risk
12743.0,134,2,546.43,Low Risk
12744.0,52,7,21279.29,Low Risk
12747.0,2,11,4196.01,Low Risk
12748.0,1,209,33719.73,Low Risk
12749.0,4,5,4090.88,Low Risk
12750.0,129,1,275.88,High Risk
12752.0,81,1,4366.78,Low Risk
12753.0,23,6,21429.39,Low Risk
12754.0,236,3,3010.74,Low Risk
12755.0,281,2,3811.95,Low Risk
12756.0,87,1,112.07999999999998,Low Risk
12757.0,16,13,7857.1,Low Risk
12758.0,117,2,2791.59,Low Risk
12759.0,52,3,1531.44,Low Risk
12762.0,8,2,1898.52,Low Risk
12763.0,138,2,494.08,Low Risk
12764.0,317,1,1693.88,High Risk
12766.0,4,7,6989.63,Low Risk
12769.0,239,1,1143.6,High Risk
12770.0,211,1,1351.45,High Risk
12772.0,60,1,892.47,Low Risk
12775.0,17,5,1386.04,Low Risk
12778.0,20,6,822.23,Low Risk
12779.0,38,8,3981.36,Low Risk
12781.0,64,2,826.74,Low Risk
12782.0,5,5,2330.92,Low Risk
12783.0,2,6,2225.91,Low Risk
12784.0,9,2,574.42,Low Risk
12785.0,364,1,311.95,High Risk
12787.0,10,3,463.66,Low Risk
12789.0,65,1,91.85,Low Risk
12790.0,192,1,324.92,High Risk
12791.0,374,1,192.60000000000002,High Risk
12792.0,257,1,400.53999999999996,High Risk
12793.0,335,2,545.48,Low Risk
12794.0,53,2,860.41,Low Risk
12795.0,19,1,430.48,Low Risk
12797.0,366,1,254.03,High Risk
12798.0,10,3,6977.04,Low Risk
12802.0,187,1,427.58,High Risk
12808.0,37,3,483.65000000000003,Low Risk
12809.0,178,1,489.31,High Risk
12811.0,261,3,514.85,Low Risk
12812.0,45,1,229.64000000000001,Low Risk
12814.0,102,1,125.92,High Risk
12815.0,148,2,1063.46,Low Risk
12816.0,96,2,572.2,Low Risk
12817.0,281,1,166.04,High Risk
12818.0,262,1,1542.08,High Risk
12820.0,3,4,942.34,Low Risk
12821.0,214,1,92.72,High Risk
12822.0,71,2,948.88,Low Risk
12823.0,75,5,1759.5,Low Risk
12824.0,60,1,397.12,Low Risk
12826.0,3,7,1474.72,Low Risk
12827.0,6,3,430.15000000000003,Low Risk
12828.0,3,6,1018.71,Low Risk
12829.0,337,2,293.0,Low Risk
12830.0,38,6,6814.64,Low Risk
12831.0,262,1,215.05,High Risk
12832.0,32,2,383.03,Low Risk
12833.0,145,1,417.38,High Risk
12834.0,283,1,312.38,High Risk
12836.0,59,4,2612.86,Low Risk
12837.0,173,1,134.1,High Risk
12838.0,34,2,683.13,Low Risk
12839.0,3,14,5591.42,Low Risk
12840.0,144,4,2726.77,Low Risk
12841.0,5,25,4022.35,Low Risk
12842.0,70,2,1118.99,Low Risk
12843.0,66,8,1702.26,Low Risk
12844.0,29,2,325.96000000000004,Low Risk
12845.0,267,4,354.09,Low Risk
12847.0,22,1,871.54,Low Risk
12849.0,31,2,1050.8899999999999,Low Risk
12851.0,97,1,135.18,High Risk
12852.0,295,1,311.55,High Risk
12853.0,135,6,1957.1000000000001,Low Risk
12854.0,79,3,1324.5,Low Risk
12855.0,373,1,38.1,High Risk
12856.0,8,6,2179.93,Low Risk
12857.0,211,2,1106.4,Low Risk
12863.0,52,1,521.2,Low Risk
12864.0,138,1,147.12,High Risk
12865.0,26,2,1568.23,Low Risk
12866.0,283,1,559.12,High Risk
12867.0,26,7,4036.82,Low Risk
12868.0,186,6,1607.0600000000002,Low Risk
12871.0,84,2,380.64,Low Risk
12872.0,327,2,599.97,Low Risk
12873.0,282,1,374.0,High Risk
12875.0,143,2,343.2300000000001,Low Risk
12876.0,58,2,2218.02,Low Risk
12877.0,4,12,1535.77,Low Risk
12878.0,236,2,854.99,Low Risk
12879.0,45,3,573.22,Low Risk
12881.0,276,1,298.0,High Risk
12882.0,9,2,1463.04,Low Risk
12883.0,25,4,703.47,Low Risk
12884.0,88,1,309.05,Low Risk
12885.0,63,3,1175.22,Low Risk
12886.0,68,2,1378.4,Low Risk
12888.0,214,2,354.12,Low Risk
12890.0,24,1,380.46999999999997,Low Risk
12891.0,186,3,331.0,Low Risk
12893.0,31,1,188.14,Low Risk
12895.0,42,2,372.8,Low Risk
12897.0,205,2,216.5,Low Risk
12901.0,9,28,17654.54,Low Risk
12902.0,265,1,138.68,High Risk
12904.0,18,2,509.58,Low Risk
12906.0,12,5,2919.81,Low Risk
12908.0,176,2,750.0,Low Risk
12909.0,40,5,2178.67,Low Risk
12910.0,23,8,3075.04,Low Risk
12912.0,3,5,1662.3,Low Risk
12913.0,5,5,2483.63,Low Risk
12915.0,149,2,363.65,Low Risk
12916.0,139,4,3006.15,Low Risk
12917.0,128,1,594.0,High Risk
12919.0,8,6,1335.19,Low Risk
12920.0,17,1,164.23,Low Risk
12921.0,9,37,16587.09,Low Risk
12922.0,161,1,405.38,High Risk
12923.0,64,1,176.97,Low Risk
12924.0,88,4,933.7,Low Risk
12925.0,5,2,694.05,Low Risk
12928.0,35,5,2062.7000000000003,Low Risk
12929.0,312,1,117.85,High Risk
12930.0,78,2,415.8,Low Risk
12931.0,22,15,42055.96,Low Risk
12933.0,24,3,607.53,Low Risk
12935.0,2,7,2160.7,Low Risk
12936.0,17,4,1063.9,Low Risk
12937.0,15,4,1504.27,Low Risk
12938.0,26,1,114.14,Low Risk
12939.0,64,8,11581.8,Low Risk
12940.0,55,2,913.54,Low Risk
12942.0,131,3,683.9,Low Risk
12944.0,36,2,604.51,Low Risk
12945.0,288,1,462.95,High Risk
12947.0,144,6,1603.99,Low Risk
12948.0,16,7,2064.95,Low Risk
12949.0,31,8,4167.22,Low Risk
12950.0,2,3,1843.0,Low Risk
12951.0,9,6,1064.07,Low Risk
12952.0,6,4,1387.79,Low Risk
12953.0,10,1,329.85,Low Risk
12955.0,1,11,4757.16,Low Risk
12956.0,306,1,108.07,High Risk
12957.0,10,8,4017.54,Low Risk
12962.0,7,2,266.39,Low Risk
12963.0,8,8,1856.63,Low Risk
12965.0,89,1,771.91,Low Risk
12966.0,10,1,160.18,Low Risk
12967.0,358,2,1660.9,Low Risk
12968.0,112,1,135.95,High Risk
12970.0,7,4,452.24,Low Risk
12971.0,4,86,11189.91,Low Risk
12974.0,198,1,144.8,High Risk
12976.0,212,1,738.6,High Risk
12977.0,156,1,39.239999999999995,High Risk
12980.0,158,9,7374.900000000001,Low Risk
12981.0,30,2,372.21999999999997,Low Risk
12982.0,243,1,390.54,High Risk
12984.0,19,1,97.5,Low Risk
12985.0,1,2,1239.38,Low Risk
12987.0,74,2,558.7,Low Risk
12988.0,292,1,535.32,High Risk
12989.0,3,15,6924.110000000001,Low Risk
12990.0,31,3,409.5,Low Risk
12991.0,23,2,503.76,Low Risk
12993.0,23,4,414.76,Low Risk
12994.0,4,3,974.4200000000001,Low Risk
12995.0,85,1,211.32,Low Risk
12997.0,22,4,1226.89,Low Risk
12999.0,196,3,455.88,Low Risk
13000.0,107,3,534.85,Low Risk
13001.0,4,13,9818.82,Low Risk
13002.0,318,1,120.94999999999999,High Risk
13003.0,106,3,149.05,Low Risk
13004.0,12,18,5655.91,Low Risk
13005.0,174,2,513.7,Low Risk
13006.0,56,1,81.57,Low Risk
13008.0,323,1,229.46999999999997,High Risk
13011.0,372,1,50.550000000000004,High Risk
13012.0,9,8,1661.8400000000001,Low Risk
13013.0,1,13,4810.9400000000005,Low Risk
13014.0,11,10,3466.2799999999997,Low Risk
13015.0,53,5,3346.28,Low Risk
13016.0,73,3,789.89,Low Risk
13017.0,7,1,204.0,Low Risk
13018.0,16,28,7277.7,Low Risk
13021.0,4,9,2616.38,Low Risk
13023.0,64,2,689.9,Low Risk
13026.0,1,5,975.36,Low Risk
13027.0,114,6,6912.0,Low Risk
13028.0,23,2,661.3199999999999,Low Risk
13029.0,31,3,1247.5,Low Risk
13030.0,11,2,799.48,Low Risk
13032.0,52,2,1010.18,Low Risk
13033.0,357,1,190.55,High Risk
13034.0,55,2,642.77,Low Risk
13035.0,74,2,921.88,Low Risk
13037.0,138,3,881.07,Low Risk
13038.0,80,3,908.46,Low Risk
13040.0,9,2,676.99,Low Risk
13043.0,273,1,516.42,High Risk
13044.0,291,1,560.47,High Risk
13045.0,99,1,305.28000000000003,High Risk
13046.0,31,2,629.31,Low Risk
13047.0,32,10,3237.54,Low Risk
13048.0,14,4,1835.91,Low Risk
13049.0,64,2,656.6800000000001,Low Risk
13050.0,15,17,5836.86,Low Risk
13052.0,212,1,348.15000000000003,High Risk
13055.0,78,3,1214.41,Low Risk
13058.0,25,3,271.40000000000003,Low Risk
13059.0,250,1,183.4,High Risk
13060.0,254,1,307.53,High Risk
13061.0,72,1,248.61,Low Risk
13062.0,191,1,346.98,High Risk
13064.0,13,4,1119.49,Low Risk
13065.0,373,1,205.86,High Risk
13066.0,24,2,470.8,Low Risk
13067.0,82,1,115.46000000000001,Low Risk
13068.0,10,2,344.0,Low Risk
13069.0,1,24,4436.12,Low Risk
13070.0,192,1,228.8,High Risk
13072.0,267,1,177.15,High Risk
13075.0,130,1,919.61,High Risk
13077.0,1,4,729.27,Low Risk
13078.0,3,26,12627.94,Low Risk
13079.0,4,5,220.10000000000002,Low Risk
13080.0,179,1,58.08,High Risk
13081.0,12,11,28337.38,Low Risk
13082.0,126,9,3613.63,Low Risk
13083.0,4,2,303.75,Low Risk
13085.0,158,2,416.08000000000004,Low Risk
13089.0,3,97,58825.83,Low Risk
13090.0,9,14,8910.82,Low Risk
13091.0,28,1,345.82,Low Risk
13092.0,71,5,477.83,Low Risk
13093.0,276,8,7832.47,Low Risk
13094.0,21,12,1927.3200000000002,Low Risk
13095.0,71,1,74.39999999999999,Low Risk
13097.0,33,10,6010.42,Low Risk
13098.0,1,28,28882.44,Low Risk
13099.0,99,1,207.35999999999999,High Risk
13101.0,234,1,101.19,High Risk
13102.0,1,24,6424.09,Low Risk
13103.0,40,1,243.94,Low Risk
13104.0,3,6,1098.48,Low Risk
13106.0,133,1,76.5,High Risk
13107.0,44,4,1531.6200000000001,Low Risk
13108.0,373,1,350.06,High Risk
13109.0,60,2,786.54,Low Risk
13110.0,31,7,1488.67,Low Risk
13113.0,1,24,12245.960000000001,Low Risk
13115.0,12,4,2294.78,Low Risk
13116.0,138,1,501.14,High Risk
13117.0,22,8,984.91,Low Risk
13118.0,20,5,1197.81,Low Risk
13120.0,239,1,30.599999999999998,High Risk
13121.0,269,1,283.73,High Risk
13122.0,94,2,922.39,Low Risk
13124.0,90,3,3866.33,Low Risk
13126.0,5,8,2099.64,Low Risk
13127.0,78,1,259.17,Low Risk
13130.0,94,1,64.0,High Risk
13131.0,23,3,1073.3,Low Risk
13132.0,262,1,77.3,High Risk
13133.0,274,2,109.8,Low Risk
13134.0,86,4,1793.58,Low Risk
13135.0,197,1,3096.0,High Risk
13136.0,56,5,2607.61,Low Risk
13137.0,11,8,3650.41,Low Risk
13138.0,22,6,962.39,Low Risk
13139.0,16,7,5064.94,Low Risk
13140.0,108,3,423.72,Low Risk
13141.0,85,5,2388.75,Low Risk
13142.0,19,1,307.09,Low Risk
13144.0,333,1,110.95,High Risk
13145.0,40,4,618.52,Low Risk
13146.0,26,1,228.91,Low Risk
13147.0,10,4,712.8000000000001,Low Risk
13148.0,29,12,3707.12,Low Risk
13149.0,14,4,1676.06,Low Risk
13151.0,296,1,1257.8700000000001,High Risk
13153.0,6,1,486.22,Low Risk
13155.0,33,4,971.76,Low Risk
13157.0,49,4,1741.22,Low Risk
13158.0,95,4,1201.06,Low Risk
13159.0,9,4,1437.85,Low Risk
13160.0,22,1,91.8,Low Risk
13161.0,313,1,112.75,High Risk
13162.0,122,4,1688.29,Low Risk
13165.0,46,2,1021.48,Low Risk
13166.0,283,1,417.2,High Risk
13167.0,19,4,791.33,Low Risk
13168.0,36,4,1319.19,Low Risk
13169.0,64,2,712.88,Low Risk
13170.0,27,1,116.00999999999999,Low Risk
13171.0,22,3,468.41,Low Risk
13173.0,4,2,353.65,Low Risk
13174.0,16,3,2817.03,Low Risk
13176.0,46,1,492.84,Low Risk
13177.0,65,1,282.45,Low Risk
13178.0,26,11,5725.47,Low Risk
13182.0,45,1,121.18,Low Risk
13183.0,8,9,3957.78,Low Risk
13184.0,15,10,1701.29,Low Risk
13185.0,268,1,71.4,High Risk
13186.0,40,3,1575.89,Low Risk
13187.0,337,1,236.02,High Risk
13188.0,11,1,114.60000000000001,Low Risk
13189.0,19,2,260.68,Low Risk
13192.0,95,2,911.94,Low Risk
13193.0,61,1,117.88,Low Risk
13194.0,136,1,60.7,High Risk
13196.0,11,4,1797.78,Low Risk
13198.0,10,6,3401.2400000000002,Low Risk
13199.0,4,38,9817.12,Low Risk
13200.0,19,4,870.09,Low Risk
13203.0,10,4,869.46,Low Risk
13207.0,15,2,250.26000000000002,Low Risk
13208.0,59,6,1223.9,Low Risk
13209.0,30,8,5891.61,Low Risk
13210.0,94,1,353.48,High Risk
13211.0,10,3,1197.42,Low Risk
13212.0,20,3,788.08,Low Risk
13213.0,57,5,1520.58,Low Risk
13216.0,268,1,333.74,High Risk
13217.0,122,3,533.98,Low Risk
13218.0,127,1,62.63999999999999,High Risk
13220.0,78,4,819.2900000000001,Low Risk
13221.0,240,2,847.41,Low Risk
13223.0,200,2,163.20000000000002,Low Risk
13224.0,60,2,2155.95,Low Risk
13225.0,3,7,6463.84,Low Risk
13226.0,273,1,108.21000000000001,High Risk
13227.0,202,1,257.7,High Risk
13228.0,81,1,358.0,Low Risk
13229.0,226,1,160.95,High Risk
13230.0,4,14,2806.97,Low Risk
13232.0,13,7,1357.6,Low Risk
13233.0,74,2,605.12,Low Risk
13235.0,212,1,1031.07,High Risk
13236.0,25,2,744.85,Low Risk
13238.0,17,4,700.73,Low Risk
13239.0,262,1,329.56,High Risk
13240.0,96,4,663.65,Low Risk
13242.0,112,3,270.40000000000003,Low Risk
13243.0,203,1,600.07,High Risk
13244.0,93,1,121.74000000000001,High Risk
13245.0,51,1,430.5,Low Risk
13246.0,18,6,1987.3,Low Risk
13247.0,18,4,501.12,Low Risk
13248.0,125,2,465.68,Low Risk
13249.0,92,3,711.41,Low Risk
13253.0,157,2,1030.4,Low Risk
13255.0,9,2,399.51,Low Risk
13258.0,12,3,698.58,Low Risk
13259.0,62,1,292.32,Low Risk
13260.0,61,1,557.62,Low Risk
13261.0,269,2,944.1,Low Risk
13262.0,263,1,200.29,High Risk
13263.0,1,35,7454.07,Low Risk
13265.0,53,5,2107.66,Low Risk
13266.0,11,12,3834.2599999999998,Low Risk
13267.0,3,19,4521.49,Low Risk
13268.0,18,11,3214.69,Low Risk
13269.0,1,15,5346.2300000000005,Low Risk
13270.0,366,1,590.0,High Risk
13271.0,37,1,217.38,Low Risk
13272.0,31,2,276.56,Low Risk
13273.0,113,1,138.98,High Risk
13276.0,64,2,590.9300000000001,Low Risk
13277.0,16,4,258.4,Low Risk
13278.0,41,1,542.73,Low Risk
13279.0,78,1,137.75,Low Risk
13280.0,122,3,814.86,Low Risk
